SEASON_ID,PLAYER_ID,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,PLAYER_NAME,PTS_L5,REB_L5,AST_L5,MIN_L5
2024-25,1628449,22400261,,TOR vs. MIN,W,26,7,13,0.538,3,8,0.375,5,8,0.625,0,4,4,0,2,1,1,4,22,11,1,Chris Boucher,6.2,4.0,0.4,15.4
2024-25,1628449,22400247,,TOR vs. IND,W,18,2,4,0.5,0,2,0.0,0,0,0.0,1,6,7,0,0,3,0,0,4,-10,1,Chris Boucher,9.0,4.4,0.4,17.4
2024-25,1628449,22400230,,TOR @ BOS,L,20,5,6,0.833,2,3,0.667,3,3,1.0,4,1,5,0,0,0,1,1,15,0,1,Chris Boucher,9.2,4.6,0.0,18.4
2024-25,1628449,22400011,,TOR vs. DET,L,14,1,5,0.2,0,2,0.0,0,0,0.0,1,6,7,1,0,2,2,0,2,-10,1,Chris Boucher,12.2,5.2,0.0,20.0
2024-25,1628449,22400005,,TOR @ MIL,L,20,5,12,0.417,2,5,0.4,0,0,0.0,2,3,5,0,0,0,1,0,12,-11,1,Chris Boucher,10.6,5.2,0.2,18.4
2024-25,1628449,22400211,,TOR @ LAL,L,20,6,9,0.667,2,4,0.5,4,5,0.8,2,3,5,3,1,0,1,0,18,-7,1,Chris Boucher,11.0,5.6,0.2,19.6
2024-25,1628449,22400200,,TOR @ LAC,L,24,6,12,0.5,0,4,0.0,2,3,0.667,3,3,6,0,1,0,0,2,14,0,1,Chris Boucher,10.2,5.8,0.8,18.4
2024-25,1628449,22400180,,TOR @ SAC,L,25,7,11,0.636,3,6,0.5,0,0,0.0,1,3,4,0,0,0,0,1,17,-1,1,Chris Boucher,12.2,5.6,0.8,19.6
2024-25,1628449,22400166,,TOR @ DEN,L,14,1,3,0.333,0,1,0.0,0,0,0.0,1,3,4,1,1,1,2,1,2,-2,1,Chris Boucher,12.6,5.4,0.8,20.6
2024-25,1628449,22400143,,TOR vs. SAC,W,25,9,13,0.692,4,6,0.667,2,3,0.667,0,5,5,1,0,0,0,1,24,13,1,Chris Boucher,12.6,4.8,0.8,20.6
2024-25,1628449,22400137,,TOR vs. LAL,L,14,3,6,0.5,0,3,0.0,3,4,0.75,0,2,2,1,0,0,0,3,9,-13,1,Chris Boucher,15.0,4.8,1.0,21.6
2024-25,1628449,22400117,,TOR @ CHA,L,17,6,10,0.6,1,4,0.25,0,0,0.0,1,3,4,1,0,1,1,1,13,4,1,Chris Boucher,13.2,4.2,0.6,20.4
2024-25,1628449,22400107,,TOR vs. DEN,L,14,2,6,0.333,0,2,0.0,0,0,0.0,1,2,3,0,0,1,0,2,4,3,1,Chris Boucher,13.0,3.8,0.8,19.0
2024-25,1628449,22400093,,TOR @ MIN,L,16,2,8,0.25,0,4,0.0,0,2,0.0,1,8,9,0,0,0,0,2,4,6,1,Chris Boucher,10.4,3.6,0.8,16.8
2024-25,1628449,22400078,,TOR vs. PHI,W,19,0,5,0.0,0,4,0.0,4,4,1.0,0,3,3,1,2,4,1,0,4,5,1,Chris Boucher,10.8,4.6,0.6,17.2
2024-25,1628449,22400067,,TOR vs. CLE,L,20,5,9,0.556,4,5,0.8,4,6,0.667,1,1,2,1,1,1,1,1,18,-17,1,Chris Boucher,6.8,4.2,0.6,16.0
2025-26,1628449,22500277,,BOS vs. ORL,W,14,0,0,0.0,0,0,0.0,1,2,0.5,0,1,1,1,1,2,0,1,1,9,1,Chris Boucher,8.6,4.2,0.6,17.2
2025-26,1628449,22500216,,BOS vs. MEM,W,13,1,3,0.333,0,2,0.0,0,0,0.0,1,6,7,0,0,0,0,3,2,14,1,Chris Boucher,6.2,3.6,0.6,16.6
2025-26,1628449,22500158,,BOS vs. UTA,L,7,2,3,0.667,1,2,0.5,0,0,0.0,0,1,1,0,1,0,0,3,5,2,1,Chris Boucher,5.8,4.4,0.6,16.4
2025-26,1628449,22500146,,BOS vs. HOU,L,13,2,6,0.333,0,2,0.0,0,0,0.0,0,0,0,0,1,0,0,4,4,-7,1,Chris Boucher,6.0,2.8,0.6,14.6
2025-26,1628449,22500117,,BOS @ NOP,W,3,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,1,1,0,-6,1,Chris Boucher,6.0,2.2,0.4,13.4
2025-26,1628449,22500106,,BOS @ DET,L,9,0,2,0.0,0,1,0.0,0,0,0.0,0,1,1,1,0,1,0,2,0,-6,1,Chris Boucher,2.4,1.8,0.2,10.0
2025-26,1628449,22500018,,BOS @ NYK,L,15,0,3,0.0,0,2,0.0,0,0,0.0,1,3,4,0,1,4,0,2,0,5,1,Chris Boucher,2.2,1.8,0.2,9.0
2025-26,1628449,22500083,,BOS vs. PHI,L,16,2,4,0.5,0,2,0.0,2,2,1.0,0,4,4,1,1,0,0,0,6,-4,1,Chris Boucher,1.8,1.2,0.2,9.4
2024-25,1628467,22400566,,DAL @ NOP,L,14,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,1,1,1,3,0,2,1,Maxi Kleber,4.2,2.0,2.4,16.0
2024-25,1628467,22400559,,DAL vs. DEN,L,18,4,7,0.571,2,4,0.5,0,0,0.0,1,0,1,3,0,0,0,2,10,-17,1,Maxi Kleber,4.0,1.8,2.4,16.6
2024-25,1628467,22400540,,DAL vs. DEN,L,20,2,5,0.4,2,5,0.4,0,0,0.0,3,0,3,0,0,0,1,3,6,-26,1,Maxi Kleber,5.4,1.4,2.2,16.4
2024-25,1628467,22400521,,DAL vs. POR,W,12,0,0,0.0,0,0,0.0,2,2,1.0,0,2,2,1,0,0,0,1,2,-9,1,Maxi Kleber,4.6,1.6,2.0,17.2
2024-25,1628467,22400504,,DAL vs. LAL,W,29,2,3,0.667,1,1,1.0,0,0,0.0,1,2,3,5,1,0,1,2,5,21,1,Maxi Kleber,5.0,1.6,1.8,16.8
2024-25,1628467,22400499,,DAL @ MEM,L,23,2,3,0.667,0,1,0.0,0,0,0.0,0,2,2,1,0,1,1,3,4,3,1,Maxi Kleber,4.6,1.8,2.0,18.6
2024-25,1628467,22400474,,DAL vs. CLE,L,16,1,4,0.25,0,3,0.0,0,0,0.0,3,1,4,1,0,0,0,1,2,-6,1,Maxi Kleber,5.4,2.2,2.0,20.4
2024-25,1628467,22400460,,DAL @ HOU,L,30,2,4,0.5,1,2,0.5,0,0,0.0,1,1,2,1,1,1,2,4,5,-15,1,Maxi Kleber,3.8,2.8,1.6,20.0
2024-25,1628467,22400448,,DAL @ SAC,L,29,0,3,0.0,0,3,0.0,0,0,0.0,0,4,4,1,0,1,0,0,0,-4,1,Maxi Kleber,3.6,2.6,1.8,22.0
2024-25,1628467,22400434,,DAL @ POR,L,33,0,2,0.0,0,1,0.0,0,0,0.0,2,6,8,5,0,2,1,2,0,1,1,Maxi Kleber,3.2,3.0,1.8,25.4
2024-25,1628467,22400425,,DAL @ PHX,W,26,5,7,0.714,1,2,0.5,4,4,1.0,1,6,7,2,1,0,0,0,15,4,1,Maxi Kleber,2.2,4.0,1.8,26.2
2024-25,1628467,22400406,,DAL vs. MIN,L,23,2,3,0.667,1,1,1.0,0,0,0.0,0,2,2,1,0,0,1,3,5,10,1,Maxi Kleber,4.4,5.0,2.0,26.8
2024-25,1628467,22400401,,DAL vs. POR,W,16,1,2,0.5,1,2,0.5,0,0,0.0,1,0,1,0,1,0,2,4,3,3,1,Maxi Kleber,5.0,4.6,2.0,28.2
2024-25,1628467,22400385,,DAL vs. LAC,W,17,0,3,0.0,0,2,0.0,1,2,0.5,1,1,2,1,1,0,0,1,1,3,1,Maxi Kleber,4.6,4.4,1.8,25.4
2024-25,1628467,22400368,,DAL vs. LAC,L,13,0,1,0.0,0,0,0.0,0,0,0.0,1,1,2,0,0,0,0,0,0,-6,1,Maxi Kleber,4.8,4.0,1.8,23.0
2024-25,1628467,22400326,,DAL @ WAS,W,17,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,2,0,1,0,27,1,Maxi Kleber,4.8,2.8,0.8,19.0
2024-25,1628467,22400056,,DAL vs. MEM,W,10,0,1,0.0,0,1,0.0,0,0,0.0,1,2,3,0,0,0,1,0,0,-17,1,Maxi Kleber,1.8,1.4,0.6,17.2
2024-25,1628467,22400312,,DAL @ POR,W,27,0,5,0.0,0,2,0.0,2,2,1.0,3,4,7,0,0,0,1,1,2,-1,1,Maxi Kleber,0.8,1.6,0.4,14.6
2024-25,1628467,22400304,,DAL @ UTA,W,29,0,1,0.0,0,0,0.0,0,0,0.0,0,4,4,0,1,1,2,3,0,-2,1,Maxi Kleber,0.6,2.8,0.4,16.8
2024-25,1628467,22400292,,DAL vs. NYK,W,24,0,0,0.0,0,0,0.0,1,2,0.5,0,1,1,0,0,0,1,3,1,15,1,Maxi Kleber,0.4,3.2,0.2,19.2
2024-25,1628467,22400280,,DAL @ ATL,W,20,3,4,0.75,1,1,1.0,0,0,0.0,1,6,7,1,1,1,1,2,7,15,1,Maxi Kleber,0.6,3.0,0.2,21.4
2024-25,1628467,22400273,,DAL @ MIA,L,9,0,4,0.0,0,2,0.0,0,0,0.0,0,1,1,1,0,0,1,3,0,-8,1,Maxi Kleber,2.0,4.4,0.2,22.0
2024-25,1628467,22400033,,DAL @ DEN,W,11,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,2,0,0,0,6,0,-11,1,Maxi Kleber,2.0,4.0,0.4,21.8
2024-25,1628467,22400024,,DAL vs. NOP,W,17,1,1,1.0,0,0,0.0,0,0,0.0,0,6,6,0,0,2,0,1,2,30,1,Maxi Kleber,1.6,3.0,0.8,18.6
2024-25,1628467,22400242,,DAL @ OKC,W,14,1,1,1.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,3,4,2,-7,1,Maxi Kleber,2.0,3.4,0.8,16.2
2024-25,1628467,22400232,,DAL vs. SAS,W,12,1,2,0.5,0,0,0.0,0,0,0.0,1,3,4,0,0,0,0,0,2,9,1,Maxi Kleber,2.2,3.6,0.8,14.2
2024-25,1628467,22400228,,DAL @ UTA,L,17,1,2,0.5,0,1,0.0,1,2,0.5,0,0,0,0,0,0,0,2,3,-5,1,Maxi Kleber,1.2,3.0,0.6,12.6
2024-25,1628467,22400095,,DAL @ PHX,L,16,1,2,0.5,0,1,0.0,0,0,0.0,0,1,1,2,0,0,0,2,2,-4,1,Maxi Kleber,1.8,2.8,0.4,14.2
2024-25,1628467,22400074,,DAL vs. SAS,W,15,1,3,0.333,1,1,1.0,0,0,0.0,0,4,4,1,0,1,0,1,3,18,1,Maxi Kleber,2.2,2.6,0.4,15.2
2025-26,1628467,22500541,,LAL vs. MIL,L,3,0,0,0.0,0,0,0.0,0,0,0.0,1,1,2,1,0,0,0,1,0,-3,1,Maxi Kleber,2.4,2.2,0.6,14.8
2025-26,1628467,22500523,,LAL @ SAS,L,12,0,3,0.0,0,0,0.0,1,2,0.5,2,1,3,0,1,0,0,2,1,-3,1,Maxi Kleber,2.0,2.2,0.8,12.6
2025-26,1628467,22500460,,LAL vs. DET,L,8,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,0,0,0,1,0,0,-4,1,Maxi Kleber,1.8,2.0,0.8,12.6
2025-26,1628467,22500446,,LAL vs. SAC,W,13,0,2,0.0,0,0,0.0,2,2,1.0,1,2,3,2,1,0,2,1,2,6,1,Maxi Kleber,1.2,2.2,0.8,10.8
2025-26,1628467,22500012,,LAL vs. HOU,L,6,1,4,0.25,0,2,0.0,0,0,0.0,0,0,0,1,1,0,1,2,2,-8,1,Maxi Kleber,1.2,2.6,0.8,10.2
2025-26,1628467,22500418,,LAL @ PHX,L,9,1,2,0.5,0,0,0.0,0,0,0.0,0,2,2,1,0,0,1,0,2,-2,1,Maxi Kleber,1.0,1.8,0.8,8.4
2025-26,1628467,22500395,,LAL @ LAC,L,16,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,0,0,1,0,3,0,1,1,Maxi Kleber,1.4,1.8,0.8,9.6
2025-26,1628467,22500379,,LAL @ UTA,W,19,1,2,0.5,0,1,0.0,3,4,0.75,0,2,2,1,0,1,0,3,5,17,1,Maxi Kleber,1.2,1.4,0.8,10.4
2025-26,1628467,22500338,,LAL @ BOS,L,16,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,4,1,Maxi Kleber,2.2,1.6,1.0,12.6
2025-26,1628467,22500317,,LAL vs. PHX,L,10,2,4,0.5,1,2,0.5,0,0,0.0,1,2,3,2,0,0,0,0,5,5,1,Maxi Kleber,1.8,1.2,0.6,13.2
2025-26,1628467,22500308,,LAL vs. NOP,W,13,0,0,0.0,0,0,0.0,2,2,1.0,0,1,1,0,0,0,0,1,2,14,1,Maxi Kleber,2.4,1.8,0.8,14.0
2025-26,1628467,22500078,,LAL vs. DAL,W,4,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,1,0,1,3,0,-3,1,Maxi Kleber,2.4,1.6,0.6,14.8
2025-26,1628467,22500059,,LAL vs. LAC,W,14,1,3,0.333,0,1,0.0,0,0,0.0,1,2,3,0,0,0,0,2,2,-7,1,Maxi Kleber,2.4,1.4,0.6,12.4
2025-26,1628467,22500282,,LAL @ UTA,W,14,1,2,0.5,0,1,0.0,0,0,0.0,2,1,3,0,0,1,1,4,2,1,1,Maxi Kleber,1.8,1.6,0.4,11.4
2025-26,1628467,22500253,,LAL vs. UTA,W,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-5,1,Maxi Kleber,2.2,2.0,0.4,11.0
2025-26,1628467,22500231,,LAL @ MIL,W,25,1,1,1.0,1,1,1.0,0,0,0.0,0,1,1,3,0,0,0,5,3,22,1,Maxi Kleber,1.2,1.4,0.0,9.6
2025-26,1628467,22500222,,LAL @ OKC,L,8,1,2,0.5,1,1,1.0,0,0,0.0,2,2,4,0,1,0,0,1,3,6,1,Maxi Kleber,1.4,1.4,0.6,12.0
2025-26,1628467,22500185,,LAL @ ATL,L,14,0,1,0.0,0,1,0.0,1,2,0.5,0,2,2,1,0,2,0,0,1,3,1,Maxi Kleber,2.0,2.2,0.6,12.8
2024-25,1628470,22401058,,BOS @ PHX,W,6,1,1,1.0,1,1,1.0,0,0,0.0,0,3,3,0,0,0,0,1,3,-3,1,Torrey Craig,1.4,5.2,1.6,18.8
2024-25,1628470,22401034,,BOS @ POR,W,13,2,3,0.667,1,2,0.5,0,2,0.0,2,0,2,1,1,0,0,1,5,10,1,Torrey Craig,2.0,5.2,1.4,16.2
2024-25,1628470,22401020,,BOS @ UTA,W,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-3,1,Torrey Craig,2.6,4.6,0.8,16.4
2024-25,1628470,22400994,,BOS vs. BKN,W,8,0,2,0.0,0,2,0.0,2,2,1.0,0,2,2,0,0,0,0,1,2,-1,1,Torrey Craig,2.6,3.2,0.6,11.0
2024-25,1628470,22400946,,BOS vs. OKC,L,4,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,1,0,0,3,0,-2,1,Torrey Craig,2.4,2.0,0.2,9.4
2024-25,1628470,22400929,,BOS vs. UTA,W,12,2,5,0.4,2,4,0.5,0,0,0.0,2,1,3,0,0,1,1,1,6,-11,1,Torrey Craig,2.0,1.4,0.2,6.4
2024-25,1628470,22400900,,BOS vs. PHI,W,20,4,5,0.8,2,2,1.0,2,2,1.0,4,0,4,1,0,0,0,2,12,3,1,Torrey Craig,2.6,1.4,0.2,7.6
2024-25,1628470,22400866,,BOS vs. DEN,W,6,0,2,0.0,0,1,0.0,1,2,0.5,1,2,3,0,0,0,0,1,1,-3,1,Torrey Craig,4.0,1.8,0.2,9.0
2024-25,1628470,22400852,,BOS vs. CLE,L,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-8,1,Torrey Craig,4.2,2.4,0.2,10.0
2024-25,1628470,22400829,,BOS @ TOR,W,15,2,7,0.286,0,5,0.0,0,0,0.0,2,1,3,0,0,0,1,2,4,4,1,Torrey Craig,3.8,2.0,0.2,9.0
2024-25,1628470,22400789,,BOS @ PHI,W,9,0,0,0.0,0,0,0.0,0,0,0.0,1,1,2,1,0,3,0,0,0,-1,1,Torrey Craig,4.6,2.6,0.2,11.2
2024-25,1628470,22400769,,BOS vs. SAS,W,9,2,2,1.0,2,2,1.0,0,0,0.0,0,0,0,1,0,1,0,0,6,2,1,Torrey Craig,3.4,2.4,0.4,10.6
2024-25,1628470,22400442,,CHI @ CHA,W,21,6,10,0.6,5,7,0.714,1,2,0.5,2,3,5,2,1,0,0,1,18,12,1,Torrey Craig,2.2,1.6,0.4,8.4
2024-25,1628470,22400430,,CHI vs. MIL,W,11,2,8,0.25,2,7,0.286,0,0,0.0,1,2,3,0,0,0,0,1,6,-1,1,Torrey Craig,5.6,2.0,0.8,11.4
2024-25,1628470,22400413,,CHI @ ATL,L,14,3,5,0.6,1,3,0.333,0,0,0.0,2,2,4,0,0,0,0,3,7,-9,1,Torrey Craig,6.8,2.6,0.8,13.0
2024-25,1628470,22400047,,CHI vs. BOS,L,13,4,6,0.667,3,5,0.6,0,0,0.0,1,2,3,0,0,0,0,3,11,-4,1,Torrey Craig,7.4,2.8,0.8,12.8
2024-25,1628470,22400266,,CHI vs. MEM,L,8,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,3,0,-15,1,Torrey Craig,9.6,3.0,0.6,13.6
2024-25,1628470,22400253,,CHI @ MIL,L,28,6,10,0.6,3,7,0.429,0,0,0.0,2,4,6,2,1,1,0,2,15,-2,1,Torrey Craig,8.4,3.0,0.4,13.4
2024-25,1628470,22400241,,CHI vs. HOU,L,11,1,5,0.2,1,5,0.2,2,2,1.0,0,2,2,1,0,0,0,0,5,-7,1,Torrey Craig,7.8,3.2,0.4,14.8
2024-25,1628470,22400176,,CHI @ DAL,L,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-4,1,Torrey Craig,7.6,3.0,0.6,14.8
2024-25,1628470,22400123,,CHI vs. ORL,W,3,0,1,0.0,0,1,0.0,0,0,0.0,0,2,2,0,0,0,0,1,0,2,1,Torrey Craig,6.2,2.2,0.6,12.6
2024-25,1628960,22401120,,PHX @ BOS,L,17,3,6,0.5,1,3,0.333,1,1,1.0,0,1,1,1,0,0,1,2,8,-8,1,Grayson Allen,13.2,3.8,2.8,24.0
2024-25,1628960,22401101,,PHX @ MIL,L,34,8,17,0.471,6,13,0.462,1,2,0.5,2,2,4,3,1,0,2,1,23,-12,1,Grayson Allen,10.8,3.6,2.0,21.8
2024-25,1628960,22401088,,PHX vs. HOU,L,18,2,5,0.4,1,2,0.5,2,2,1.0,0,0,0,2,1,0,1,0,7,-22,1,Grayson Allen,12.4,3.2,1.4,22.8
2024-25,1628960,22401071,,PHX @ MIN,L,12,1,1,1.0,1,1,1.0,0,0,0.0,0,2,2,0,0,0,1,1,3,1,1,Grayson Allen,13.0,2.4,1.6,21.8
2024-25,1628960,22401058,,PHX vs. BOS,L,14,0,3,0.0,0,2,0.0,2,3,0.667,0,1,1,1,1,0,1,1,2,-5,1,Grayson Allen,11.2,2.6,1.4,20.6
2024-25,1628960,22401043,,PHX vs. MIL,W,12,1,5,0.2,1,5,0.2,0,0,0.0,0,2,2,0,0,0,1,1,3,5,1,Grayson Allen,8.6,1.6,1.4,19.0
2024-25,1628960,22400935,,PHX @ MEM,L,25,2,5,0.4,2,4,0.5,3,4,0.75,1,0,1,3,1,0,1,4,9,-6,1,Grayson Allen,7.6,1.8,1.2,18.0
2024-25,1628960,22400921,,PHX @ DAL,W,23,6,10,0.6,3,6,0.5,2,2,1.0,0,1,1,4,0,2,1,0,17,4,1,Grayson Allen,4.8,1.2,1.2,16.2
2024-25,1628960,22400909,,PHX @ DEN,L,29,3,4,0.75,2,2,1.0,3,5,0.6,0,0,0,4,0,0,2,1,11,7,1,Grayson Allen,6.8,1.4,1.6,17.2
2024-25,1628960,22400889,,PHX vs. LAC,W,24,3,3,1.0,2,2,1.0,0,0,0.0,0,3,3,2,2,0,0,2,8,16,1,Grayson Allen,8.4,1.0,2.4,20.6
2024-25,1628960,22400873,,PHX vs. MIN,L,15,1,4,0.25,1,4,0.25,2,2,1.0,0,2,2,1,0,2,1,0,5,0,1,Grayson Allen,9.6,1.4,2.6,22.6
2024-25,1628960,22400848,,PHX vs. NOP,L,16,0,7,0.0,0,6,0.0,0,0,0.0,0,1,1,2,1,0,1,1,0,-22,1,Grayson Allen,10.0,1.4,2.8,23.2
2024-25,1628960,22400832,,PHX @ MEM,L,30,6,10,0.6,6,9,0.667,3,5,0.6,0,3,3,3,0,1,2,4,21,1,1,Grayson Allen,8.2,1.4,2.6,21.4
2024-25,1628960,22400816,,PHX @ TOR,L,23,4,6,0.667,1,2,0.5,0,0,0.0,1,3,4,1,0,0,2,1,9,-22,1,Grayson Allen,9.0,1.8,2.4,22.8
2024-25,1628960,22400806,,PHX @ CHI,W,24,1,4,0.25,0,1,0.0,1,2,0.5,0,3,3,4,0,0,1,3,3,-6,1,Grayson Allen,8.6,2.6,1.8,21.6
2024-25,1628960,22400795,,PHX @ SAS,L,33,3,10,0.3,3,9,0.333,2,2,1.0,0,2,2,3,1,1,2,5,11,-5,1,Grayson Allen,7.6,2.6,2.2,21.6
2024-25,1628960,22400767,,PHX vs. MEM,L,20,3,7,0.429,1,4,0.25,2,2,1.0,0,0,0,3,2,0,1,1,9,-2,1,Grayson Allen,8.8,2.6,2.6,25.2
2024-25,1628960,22400740,,PHX vs. UTA,W,36,7,19,0.368,7,14,0.5,0,0,0.0,2,5,7,6,2,1,0,2,21,12,1,Grayson Allen,10.6,2.4,2.8,26.0
2024-25,1628960,22400724,,PHX @ OKC,L,30,3,9,0.333,3,7,0.429,0,0,0.0,0,2,2,3,0,0,2,0,9,-14,1,Grayson Allen,10.6,3.2,3.4,27.2
2024-25,1628960,22400709,,PHX @ POR,L,34,4,9,0.444,3,8,0.375,0,0,0.0,1,2,3,2,2,1,0,2,11,2,1,Grayson Allen,10.6,2.8,3.8,28.6
2024-25,1628960,22400694,,PHX @ POR,L,23,1,3,0.333,1,3,0.333,0,0,0.0,1,3,4,2,2,0,2,2,3,-6,1,Grayson Allen,12.2,2.8,3.4,30.6
2024-25,1628960,22400685,,PHX @ GSW,W,23,4,6,0.667,3,5,0.6,0,0,0.0,0,6,6,7,1,0,0,3,11,17,1,Grayson Allen,10.6,3.2,3.2,28.6
2024-25,1628960,22400672,,PHX vs. MIN,L,29,4,7,0.571,3,6,0.5,0,0,0.0,2,5,7,1,1,1,2,2,11,-2,1,Grayson Allen,11.0,4.4,4.0,29.2
2024-25,1628960,22400659,,PHX vs. LAC,W,28,6,10,0.6,4,7,0.571,2,4,0.5,0,6,6,0,1,1,0,0,18,12,1,Grayson Allen,9.0,4.4,3.0,27.8
2024-25,1628960,22400645,,PHX vs. WAS,W,25,3,9,0.333,2,7,0.286,0,0,0.0,2,2,4,1,0,0,1,0,8,0,1,Grayson Allen,10.8,5.2,2.4,27.4
2024-25,1628960,22400613,,PHX @ BKN,W,24,2,6,0.333,2,5,0.4,2,2,1.0,1,1,2,4,0,0,0,0,8,9,1,Grayson Allen,10.2,5.4,2.2,25.6
2024-25,1628960,22400603,,PHX @ CLE,L,27,3,5,0.6,2,4,0.5,2,3,0.667,0,3,3,2,1,0,1,0,10,-12,1,Grayson Allen,11.2,5.0,2.6,25.8
2024-25,1628960,22400586,,PHX @ DET,W,29,1,4,0.25,1,2,0.5,4,4,1.0,1,2,3,3,0,0,2,4,7,3,1,Grayson Allen,11.0,4.4,1.6,26.6
2024-25,1628960,22400573,,PHX @ WAS,W,28,8,12,0.667,5,7,0.714,0,0,0.0,0,5,5,0,3,0,2,1,21,6,1,Grayson Allen,10.2,3.6,2.0,26.6
2024-25,1628960,22400556,,PHX @ ATL,L,27,3,4,0.75,3,4,0.75,0,0,0.0,0,4,4,2,1,0,1,3,9,-11,1,Grayson Allen,10.8,3.4,2.0,26.6
2024-25,1628960,22400547,,PHX vs. CHA,W,13,4,7,0.571,3,6,0.5,2,2,1.0,0,1,1,0,2,0,0,0,13,7,1,Grayson Allen,11.0,3.4,2.2,27.0
2024-25,1628960,22400533,,PHX vs. UTA,W,30,5,11,0.455,4,10,0.4,0,0,0.0,0,4,4,4,2,0,1,1,14,11,1,Grayson Allen,12.0,3.2,1.4,24.8
2024-25,1628960,22400522,,PHX vs. ATL,W,27,7,8,0.875,5,6,0.833,4,4,1.0,0,2,2,1,0,0,2,1,23,3,1,Grayson Allen,12.8,3.4,1.8,25.4
2024-25,1628960,22400502,,PHX @ CHA,L,25,3,7,0.429,3,6,0.5,0,0,0.0,1,2,3,0,1,1,1,1,9,-17,1,Grayson Allen,16.0,3.2,1.4,25.0
2024-25,1628960,22400494,,PHX @ PHI,W,14,2,3,0.667,1,1,1.0,1,2,0.5,0,1,1,0,1,0,1,1,6,3,1,Grayson Allen,13.6,2.8,1.4,24.4
2024-25,1628960,22400480,,PHX @ IND,L,31,5,10,0.5,3,7,0.429,0,0,0.0,0,4,4,6,0,1,1,2,13,-12,1,Grayson Allen,13.0,2.2,1.0,21.8
2024-25,1628960,22400387,,PHX vs. DET,L,20,0,1,0.0,0,1,0.0,2,2,1.0,1,2,3,2,1,0,1,1,2,2,1,Grayson Allen,13.0,2.8,2.2,25.4
2024-25,1628960,22400369,,PHX vs. IND,L,29,3,9,0.333,0,3,0.0,2,2,1.0,3,7,10,0,2,1,0,2,8,19,1,Grayson Allen,10.6,2.6,1.8,23.4
2024-25,1628960,22401219,,PHX vs. POR,W,24,4,13,0.308,4,9,0.444,0,0,0.0,1,1,2,1,1,0,0,4,12,11,1,Grayson Allen,7.6,4.2,1.6,23.8
2024-25,1628960,22401214,,PHX @ UTA,W,25,3,8,0.375,2,5,0.4,0,0,0.0,1,3,4,2,2,0,0,1,8,5,1,Grayson Allen,8.2,4.0,1.8,23.6
2024-25,1628960,22400352,,PHX @ ORL,L,22,3,3,1.0,2,2,1.0,5,5,1.0,1,3,4,2,1,0,3,2,13,-5,1,Grayson Allen,8.6,4.6,2.2,25.8
2024-25,1628960,22400346,,PHX @ MIA,L,30,5,10,0.5,5,9,0.556,1,2,0.5,1,1,2,4,2,0,1,1,16,8,1,Grayson Allen,8.6,4.6,1.4,24.0
2024-25,1628960,22400330,,PHX @ NOP,L,30,4,7,0.571,3,5,0.6,2,2,1.0,0,6,6,10,0,1,1,1,13,-9,1,Grayson Allen,11.4,4.4,1.8,26.0
2024-25,1628960,22400057,,PHX vs. SAS,W,24,2,5,0.4,0,3,0.0,4,4,1.0,0,3,3,3,1,0,0,2,8,-7,1,Grayson Allen,12.4,3.6,3.8,26.2
2024-25,1628960,22400303,,PHX vs. GSW,W,32,4,8,0.5,3,6,0.5,6,6,1.0,1,3,4,3,1,0,1,0,17,-4,1,Grayson Allen,11.6,3.8,4.2,26.2
2024-25,1628960,22400297,,PHX vs. BKN,L,30,4,8,0.5,1,4,0.25,0,1,0.0,0,5,5,1,2,1,1,3,9,-1,1,Grayson Allen,13.4,3.8,4.4,27.6
2024-25,1628960,22400039,,PHX vs. LAL,W,23,4,10,0.4,2,6,0.333,0,0,0.0,1,1,2,2,0,0,0,1,10,11,1,Grayson Allen,12.6,4.0,4.2,29.2
2024-25,1628960,22400257,,PHX vs. NYK,L,21,2,9,0.222,1,8,0.125,3,3,1.0,0,1,1,1,0,0,2,1,8,-14,1,Grayson Allen,11.4,4.0,3.8,27.8
