SEASON_ID,PLAYER_ID,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,PLAYER_NAME,PTS_L5,REB_L5,AST_L5,MIN_L5
2024-25,1630288,22400924,,PHI vs. UTA,W,12,4,5,0.8,2,3,0.667,0,0,0.0,0,1,1,0,0,0,1,0,10,10,1,Jeff Dowtin Jr.,17.2,3.2,3.2,26.2
2024-25,1630288,22400900,,PHI @ BOS,L,18,4,6,0.667,2,2,1.0,0,0,0.0,0,1,1,2,1,1,0,0,10,6,1,Jeff Dowtin Jr.,17.0,2.8,2.8,25.4
2024-25,1630288,22400887,,PHI @ MIN,L,11,0,0,0.0,0,0,0.0,5,8,0.625,2,1,3,2,0,0,0,1,5,-6,1,Jeff Dowtin Jr.,16.2,2.4,2.6,25.0
2024-25,1630288,22400876,,PHI vs. POR,L,19,5,9,0.556,1,2,0.5,0,0,0.0,0,2,2,2,0,0,1,1,11,1,1,Jeff Dowtin Jr.,12.4,2.0,2.2,19.2
2024-25,1630288,22400864,,PHI vs. GSW,W,14,2,3,0.667,1,1,1.0,0,0,0.0,0,0,0,3,0,0,0,0,5,12,1,Jeff Dowtin Jr.,10.6,2.0,2.0,17.6
2024-25,1630288,22400823,,PHI vs. CHI,L,9,0,3,0.0,0,0,0.0,0,0,0.0,0,1,1,1,1,0,0,1,0,-9,1,Jeff Dowtin Jr.,8.2,1.4,1.8,14.8
2024-25,1630288,22400789,,PHI vs. BOS,L,5,1,1,1.0,0,0,0.0,0,0,0.0,1,1,2,2,0,0,0,0,2,6,1,Jeff Dowtin Jr.,6.2,1.4,2.0,14.2
2024-25,1630288,22400772,,PHI @ BKN,L,15,1,5,0.2,0,2,0.0,0,0,0.0,0,1,1,3,0,0,1,1,2,-8,1,Jeff Dowtin Jr.,4.6,1.6,2.0,11.6
2024-25,1630288,22400712,,PHI vs. DAL,W,8,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-17,1,Jeff Dowtin Jr.,4.0,1.2,2.2,12.4
2024-25,1630288,22400660,,PHI vs. LAL,W,4,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-5,1,Jeff Dowtin Jr.,1.8,0.8,1.8,10.2
2024-25,1630288,22400631,,PHI vs. CLE,W,16,2,3,0.667,1,1,1.0,0,0,0.0,0,1,1,3,0,1,0,0,5,-13,1,Jeff Dowtin Jr.,0.8,0.8,1.2,8.2
2024-25,1630288,22400609,,PHI @ DEN,L,6,1,4,0.25,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,-8,1,Jeff Dowtin Jr.,1.8,0.8,1.6,9.6
2024-25,1630288,22400594,,PHI @ MIL,L,19,1,6,0.167,0,2,0.0,3,4,0.75,1,3,4,5,0,1,0,2,5,-5,1,Jeff Dowtin Jr.,1.8,0.4,1.2,9.8
2024-25,1630288,22400588,,PHI @ IND,L,22,3,8,0.375,0,2,0.0,0,0,0.0,0,1,1,6,1,0,0,0,6,-6,1,Jeff Dowtin Jr.,2.4,1.0,1.6,10.6
2024-25,1630288,22400561,,PHI vs. NYK,L,14,3,6,0.5,1,2,0.5,0,0,0.0,0,1,1,3,1,0,0,1,7,-3,1,Jeff Dowtin Jr.,3.6,1.2,2.8,13.4
2024-25,1630288,22400555,,PHI vs. OKC,L,29,7,14,0.5,2,5,0.4,2,2,1.0,0,5,5,3,2,1,1,2,18,-4,1,Jeff Dowtin Jr.,5.0,1.4,3.4,15.4
2024-25,1630288,22400544,,PHI @ ORL,L,5,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-3,1,Jeff Dowtin Jr.,7.6,2.2,3.4,18.0
2024-25,1630288,22400527,,PHI vs. NOP,L,5,1,2,0.5,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,2,-3,1,Jeff Dowtin Jr.,7.2,2.4,3.4,17.8
2024-25,1630288,22400512,,PHI vs. WAS,W,9,1,3,0.333,0,0,0.0,1,2,0.5,0,2,2,1,1,0,0,0,3,-7,1,Jeff Dowtin Jr.,6.6,1.8,2.4,15.0
2024-25,1630288,22400494,,PHI vs. PHX,L,4,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-5,1,Jeff Dowtin Jr.,6.0,2.0,1.4,12.4
2024-25,1630288,22400467,,PHI @ GSW,L,15,2,5,0.4,0,0,0.0,2,4,0.5,0,1,1,2,0,0,0,2,6,-9,1,Jeff Dowtin Jr.,4.6,1.8,0.8,10.4
2024-25,1630288,22400447,,PHI @ POR,W,5,1,1,1.0,1,1,1.0,0,0,0.0,0,2,2,0,0,0,1,0,3,-3,1,Jeff Dowtin Jr.,2.2,1.0,0.6,7.6
2024-25,1630288,22400380,,PHI @ CLE,L,12,4,5,0.8,0,0,0.0,1,1,1.0,0,0,0,1,0,1,0,0,9,-4,1,Jeff Dowtin Jr.,2.8,1.2,0.6,7.6
2024-25,1630288,22400245,,PHI @ MIA,L,20,1,3,0.333,0,2,0.0,0,0,0.0,0,2,2,5,0,0,1,2,2,9,1,Jeff Dowtin Jr.,4.2,1.0,0.8,9.0
2024-25,1630288,22400010,,PHI @ ORL,L,5,0,0,0.0,0,0,0.0,1,2,0.5,0,1,1,1,0,0,0,1,1,-2,1,Jeff Dowtin Jr.,4.0,1.0,1.6,11.2
2024-25,1630288,22400220,,PHI vs. CLE,L,4,0,2,0.0,0,2,0.0,0,0,0.0,1,1,2,1,0,0,0,0,0,-7,1,Jeff Dowtin Jr.,4.2,1.2,1.8,11.4
2024-25,1630288,22400004,,PHI vs. NYK,L,22,0,4,0.0,0,1,0.0,0,0,0.0,1,0,1,1,2,0,0,1,0,-5,1,Jeff Dowtin Jr.,3.0,1.4,1.6,9.2
2024-25,1630288,22400205,,PHI vs. CHA,W,23,4,7,0.571,1,3,0.333,2,2,1.0,0,2,2,0,1,0,0,1,11,3,1,Jeff Dowtin Jr.,2.4,1.2,1.8,12.6
2024-25,1630288,22400195,,PHI @ LAL,L,3,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,2,8,1,Jeff Dowtin Jr.,2.8,1.6,1.6,14.8
2024-25,1630288,22400142,,PHI vs. MEM,L,1,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-1,1,Jeff Dowtin Jr.,2.8,1.2,0.8,11.4
2024-25,1630288,22400066,,PHI vs. MIL,L,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,3,1,Jeff Dowtin Jr.,2.6,1.0,0.6,10.6
2024-25,1630527,22400542,,NOP @ BOS,L,8,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-8,1,Brandon Boston,9.8,2.2,0.6,18.0
2024-25,1630527,22400527,,NOP @ PHI,W,23,3,7,0.429,2,3,0.667,3,4,0.75,1,1,2,0,0,0,0,3,11,14,1,Brandon Boston,7.6,2.0,0.6,16.6
2024-25,1630527,22400514,,NOP vs. POR,L,21,3,12,0.25,0,4,0.0,0,2,0.0,4,0,4,0,1,0,3,2,6,-11,1,Brandon Boston,7.8,1.4,0.2,15.2
2024-25,1630527,22400505,,NOP vs. MIN,L,25,1,6,0.167,1,3,0.333,2,2,1.0,1,3,4,2,1,0,1,1,5,-12,1,Brandon Boston,6.6,2.0,0.2,15.2
2024-25,1630527,22400489,,NOP @ WAS,W,19,1,7,0.143,1,4,0.25,2,2,1.0,1,3,4,1,0,0,1,0,5,-7,1,Brandon Boston,5.8,2.2,0.4,17.2
2024-25,1630527,22400472,,NOP vs. WAS,W,26,5,7,0.714,1,2,0.5,2,2,1.0,1,3,4,3,0,1,1,4,13,9,1,Brandon Boston,5.4,3.0,0.6,19.2
2024-25,1630527,22400457,,NOP @ MIA,L,20,5,7,0.714,0,1,0.0,4,4,1.0,1,3,4,1,2,0,0,1,14,11,1,Brandon Boston,8.0,3.6,1.2,22.8
2024-25,1630527,22400444,,NOP vs. LAC,L,13,1,3,0.333,1,3,0.333,0,0,0.0,0,1,1,0,0,0,0,3,3,-5,1,Brandon Boston,8.6,4.0,1.4,22.2
2024-25,1630527,22400423,,NOP vs. MEM,L,11,3,4,0.75,1,1,1.0,0,0,0.0,0,0,0,0,1,0,0,0,7,13,1,Brandon Boston,8.0,3.4,1.4,20.6
2024-25,1630527,22400416,,NOP vs. HOU,L,19,7,14,0.5,1,3,0.333,2,3,0.667,1,5,6,1,4,0,2,3,17,11,1,Brandon Boston,8.4,2.6,1.0,17.8
2024-25,1630527,22400390,,NOP vs. DEN,L,15,3,5,0.6,0,1,0.0,2,2,1.0,0,1,1,0,0,0,1,1,8,-6,1,Brandon Boston,10.8,3.0,1.0,17.8
2024-25,1630527,22400384,,NOP vs. NYK,L,17,2,6,0.333,1,2,0.5,2,4,0.5,0,2,2,1,0,1,2,2,7,-5,1,Brandon Boston,9.8,2.4,0.4,15.6
2024-25,1630527,22400365,,NOP @ HOU,L,21,3,9,0.333,1,2,0.5,0,0,0.0,0,3,3,3,3,0,1,0,7,1,1,Brandon Boston,8.4,2.0,0.4,15.0
2024-25,1630527,22401216,,NOP @ IND,L,31,7,15,0.467,3,4,0.75,3,5,0.6,1,1,2,1,1,0,1,3,20,-8,1,Brandon Boston,9.2,2.4,1.0,16.6
2024-25,1630527,22401207,,NOP vs. SAC,L,26,3,9,0.333,1,4,0.25,2,2,1.0,1,3,4,2,1,1,1,2,9,2,1,Brandon Boston,11.8,2.8,1.2,20.6
2024-25,1630527,22400354,,NOP @ SAS,L,28,7,12,0.583,3,5,0.6,0,0,0.0,0,3,3,1,1,0,1,1,17,5,1,Brandon Boston,10.2,2.4,1.4,22.0
2024-25,1630527,22400342,,NOP vs. OKC,L,22,5,10,0.5,1,4,0.25,0,0,0.0,0,2,2,1,1,0,1,4,11,-6,1,Brandon Boston,12.0,2.8,1.6,24.6
2024-25,1630527,22400330,,NOP vs. PHX,W,17,5,7,0.714,1,3,0.333,0,1,0.0,0,2,2,2,1,1,1,1,11,15,1,Brandon Boston,12.8,2.8,1.6,25.6
2024-25,1630527,22400315,,NOP @ ATL,L,29,7,15,0.467,3,7,0.429,2,2,1.0,0,4,4,0,1,0,2,1,19,-1,1,Brandon Boston,13.6,2.6,1.4,24.8
2024-25,1630527,22400308,,NOP @ NYK,L,19,3,8,0.375,1,3,0.333,6,6,1.0,0,3,3,2,2,0,0,1,13,-8,1,Brandon Boston,13.4,3.0,1.2,24.4
2024-25,1630527,22400042,,NOP @ MEM,L,29,3,10,0.3,0,4,0.0,2,2,1.0,0,2,2,3,4,0,2,1,8,4,1,Brandon Boston,14.2,2.8,1.2,23.0
2024-25,1630527,22400295,,NOP vs. TOR,L,21,2,4,0.5,0,1,0.0,0,0,0.0,0,3,3,3,2,0,1,4,4,-19,1,Brandon Boston,12.4,2.6,1.6,23.2
2024-25,1630527,22400279,,NOP @ IND,L,26,3,6,0.5,2,4,0.5,1,2,0.5,0,2,2,3,1,0,2,1,9,-12,1,Brandon Boston,11.0,2.8,2.0,23.0
2024-25,1630527,22400032,,NOP vs. GSW,L,35,6,13,0.462,1,6,0.167,3,4,0.75,3,2,5,7,2,1,2,4,16,-3,1,Brandon Boston,10.6,2.8,2.2,24.8
2024-25,1630527,22400252,,NOP @ CLE,L,34,5,18,0.278,0,5,0.0,4,6,0.667,1,2,3,5,1,0,4,3,14,-19,1,Brandon Boston,10.0,3.0,3.6,26.0
2024-25,1630527,22400024,,NOP @ DAL,L,30,4,11,0.364,2,5,0.4,0,0,0.0,0,2,2,3,2,0,1,0,10,-12,1,Brandon Boston,10.2,3.0,4.2,29.0
2024-25,1630527,22400231,,NOP vs. LAL,L,36,4,12,0.333,2,6,0.333,2,2,1.0,1,7,8,5,1,0,3,3,12,3,1,Brandon Boston,10.6,3.0,4.2,29.2
2024-25,1630527,22400017,,NOP vs. DEN,W,38,7,13,0.538,3,7,0.429,2,2,1.0,0,4,4,4,1,0,2,2,19,-1,1,Brandon Boston,12.2,4.0,4.6,32.2
2024-25,1630527,22400221,,NOP @ OKC,L,31,3,10,0.3,0,2,0.0,2,2,1.0,4,6,10,4,2,1,6,3,8,-17,1,Brandon Boston,14.2,4.4,4.8,34.6
2024-25,1630527,22400214,,NOP vs. BKN,L,35,3,13,0.231,1,4,0.25,0,0,0.0,1,6,7,10,3,0,1,3,7,-1,1,Brandon Boston,12.6,5.4,4.2,33.8
2024-25,1630527,22400186,,NOP @ ORL,L,38,10,17,0.588,2,4,0.5,4,4,1.0,0,6,6,3,2,0,0,0,26,-19,1,Brandon Boston,11.2,6.2,5.2,34.0
2024-25,1630527,22400175,,NOP vs. CLE,L,38,4,11,0.364,2,5,0.4,4,4,1.0,2,0,2,5,0,1,0,1,14,-3,1,Brandon Boston,14.4,7.0,5.2,35.6
2024-25,1630527,22400164,,NOP vs. POR,L,37,9,15,0.6,2,6,0.333,0,0,0.0,0,3,3,4,2,1,2,3,20,-5,1,Brandon Boston,14.8,5.8,5.2,36.0
2024-25,1630527,22400152,,NOP vs. ATL,L,30,4,10,0.4,1,3,0.333,5,6,0.833,3,2,5,4,0,0,2,2,14,-2,1,Brandon Boston,15.0,5.6,5.2,35.8
2024-25,1630527,22400138,,NOP vs. IND,W,23,6,9,0.667,2,4,0.5,0,0,0.0,0,2,2,2,2,0,0,2,14,-5,1,Brandon Boston,16.2,4.6,5.2,35.6
2024-25,1630527,22400126,,NOP @ GSW,L,10,0,3,0.0,0,1,0.0,1,2,0.5,0,3,3,2,2,0,1,0,1,6,1,Brandon Boston,17.6,3.6,3.6,33.2
2024-25,1630527,22400116,,NOP @ GSW,L,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,Brandon Boston,12.6,3.0,3.4,27.6
2024-25,1630528,22401076,,MIA @ PHI,W,2,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,2,1,Josh Christopher,4.4,1.0,0.8,8.0
2024-25,1630528,22400667,,MIA vs. CLE,L,1,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,Josh Christopher,1.0,0.6,0.2,2.8
2024-25,1630528,22400624,,MIA @ MIL,L,4,0,1,0.0,0,0,0.0,1,2,0.5,0,1,1,0,0,0,0,0,1,-3,1,Josh Christopher,0.6,0.4,0.0,1.6
2024-25,1630528,22400592,,MIA vs. SAS,W,2,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2,1,Josh Christopher,0.8,0.6,0.0,2.2
2024-25,1630528,22400536,,MIA @ POR,W,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,3,1,Josh Christopher,0.2,0.6,0.0,2.2
2024-25,1630528,22400508,,MIA @ GSW,W,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2,1,Josh Christopher,0.2,0.4,0.2,2.2
2024-25,1630528,22400481,,MIA vs. UTA,L,14,2,2,1.0,0,0,0.0,1,2,0.5,0,0,0,3,0,1,2,1,5,-3,1,Josh Christopher,0.2,0.2,0.2,2.0
2024-25,1630528,22400463,,MIA vs. IND,L,2,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,1,0,0,4,1,Josh Christopher,1.2,0.2,0.8,4.6
2024-25,1630528,22400396,,MIA vs. BKN,W,2,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,-5,1,Josh Christopher,1.0,0.4,0.8,4.2
2024-25,1630529,22400444,,NOP vs. LAC,L,33,6,10,0.6,2,3,0.667,4,4,1.0,2,2,4,5,2,0,1,4,18,7,1,Herbert Jones,7.8,3.0,3.4,32.0
2024-25,1630529,22400423,,NOP vs. MEM,L,28,2,6,0.333,0,3,0.0,0,0,0.0,2,3,5,3,3,2,2,5,4,4,1,Herbert Jones,11.4,3.8,4.2,35.0
2024-25,1630529,22400416,,NOP vs. HOU,L,31,5,13,0.385,0,2,0.0,0,0,0.0,4,2,6,7,0,0,2,2,10,-4,1,Herbert Jones,10.2,3.6,3.8,34.2
2024-25,1630529,22400390,,NOP vs. DEN,L,39,3,8,0.375,0,2,0.0,2,2,1.0,1,5,6,6,4,1,4,3,8,3,1,Herbert Jones,10.0,4.0,5.0,32.8
2024-25,1630529,22400384,,NOP vs. NYK,L,33,1,7,0.143,1,4,0.25,2,4,0.5,2,2,4,4,3,0,1,6,5,4,1,Herbert Jones,9.6,5.0,5.0,34.0
2024-25,1630529,22400365,,NOP @ HOU,L,32,6,14,0.429,4,8,0.5,4,4,1.0,1,1,2,2,0,0,1,3,20,-21,1,Herbert Jones,9.0,5.0,5.0,32.8
2024-25,1630529,22401216,,NOP @ IND,L,38,6,17,0.353,2,8,0.25,5,5,1.0,3,2,5,3,4,0,3,3,19,-13,1,Herbert Jones,9.4,4.6,4.4,32.6
2024-25,1630529,22401207,,NOP vs. SAC,L,35,3,10,0.3,1,4,0.25,0,0,0.0,1,6,7,4,1,0,2,3,7,-5,1,Herbert Jones,12.4,4.6,4.4,34.6
2024-25,1630529,22400354,,NOP @ SAS,L,38,5,10,0.5,1,4,0.25,1,2,0.5,1,2,3,1,2,1,1,3,12,-2,1,Herbert Jones,11.8,4.8,3.8,35.4
2024-25,1630529,22400342,,NOP vs. OKC,L,37,8,10,0.8,2,4,0.5,6,7,0.857,1,3,4,4,0,1,5,5,24,-5,1,Herbert Jones,12.6,4.2,2.8,35.2
2024-25,1630529,22400330,,NOP vs. PHX,W,32,4,11,0.364,2,5,0.4,2,4,0.5,0,7,7,5,4,1,1,3,12,13,1,Herbert Jones,16.4,4.2,2.8,36.0
2024-25,1630529,22400116,,NOP @ GSW,L,20,2,3,0.667,1,2,0.5,0,0,0.0,0,3,3,0,1,0,1,0,5,7,1,Herbert Jones,14.8,5.2,3.4,36.0
2024-25,1630529,22400099,,NOP @ POR,L,31,5,7,0.714,1,3,0.333,1,2,0.5,2,0,2,1,2,0,2,5,12,-24,1,Herbert Jones,12.0,4.8,2.8,32.4
2024-25,1630529,22400086,,NOP @ POR,W,29,4,9,0.444,0,3,0.0,0,0,0.0,1,0,1,1,2,1,2,1,8,-4,1,Herbert Jones,13.0,3.8,2.2,31.6
2024-25,1630529,22400069,,NOP vs. CHI,W,33,1,6,0.167,0,3,0.0,0,0,0.0,1,3,4,2,2,0,0,3,2,5,1,Herbert Jones,12.2,3.4,2.2,29.8
2025-26,1630529,22500514,,NOP vs. LAL,L,35,1,9,0.111,1,6,0.167,0,0,0.0,2,1,3,0,1,0,1,2,3,2,1,Herbert Jones,7.8,3.4,1.8,29.0
2025-26,1630529,22500404,,NOP vs. DAL,W,22,4,7,0.571,1,2,0.5,0,0,0.0,1,1,2,4,1,0,1,1,9,-4,1,Herbert Jones,6.0,2.6,0.8,29.6
2025-26,1630529,22500389,,NOP vs. IND,W,12,2,6,0.333,1,2,0.5,0,0,0.0,0,3,3,3,1,0,0,0,5,16,1,Herbert Jones,6.8,2.4,1.6,30.0
2025-26,1630529,22500375,,NOP vs. HOU,W,38,7,14,0.5,2,6,0.333,2,2,1.0,1,2,3,3,8,1,1,6,18,19,1,Herbert Jones,5.4,2.6,2.0,26.2
2025-26,1630529,22501223,,NOP @ CHI,W,20,3,8,0.375,2,7,0.286,2,2,1.0,1,1,2,1,0,0,1,2,10,3,1,Herbert Jones,7.4,3.0,2.4,28.0
2025-26,1630529,22501207,,NOP vs. POR,W,14,2,8,0.25,0,1,0.0,0,0,0.0,3,2,5,0,0,1,0,3,4,5,1,Herbert Jones,9.0,2.6,2.2,25.4
2025-26,1630529,22500366,,NOP vs. SAS,L,26,6,10,0.6,0,3,0.0,5,5,1.0,2,4,6,4,4,1,0,4,17,14,1,Herbert Jones,9.2,3.0,2.2,21.2
2025-26,1630529,22500052,,NOP @ DAL,L,32,3,10,0.3,1,3,0.333,0,0,0.0,2,7,9,2,2,1,1,3,7,-7,1,Herbert Jones,10.8,3.8,2.2,22.0
2025-26,1630529,22500260,,NOP vs. DEN,L,29,3,8,0.375,1,4,0.25,2,2,1.0,1,1,2,3,2,0,0,6,9,8,1,Herbert Jones,11.2,5.0,2.0,26.0
2025-26,1630529,22500247,,NOP vs. OKC,L,26,1,8,0.125,1,3,0.333,2,2,1.0,0,2,2,1,1,0,4,3,5,-32,1,Herbert Jones,9.4,4.8,2.0,24.2
2025-26,1630529,22500237,,NOP vs. GSW,L,29,2,7,0.286,0,3,0.0,2,2,1.0,0,2,2,1,2,0,2,4,6,-22,1,Herbert Jones,8.4,4.8,2.0,25.4
2025-26,1630529,22500045,,NOP vs. LAL,L,34,4,14,0.286,1,8,0.125,4,6,0.667,2,3,5,3,1,1,2,5,13,-15,1,Herbert Jones,8.8,4.2,2.2,28.4
2025-26,1630529,22500219,,NOP vs. POR,L,34,4,9,0.444,2,5,0.4,1,2,0.5,0,1,1,3,1,0,1,2,11,-5,1,Herbert Jones,8.0,4.0,2.0,30.0
2025-26,1630529,22500204,,NOP @ PHX,L,29,3,7,0.429,1,3,0.333,0,0,0.0,1,1,2,4,1,0,1,2,7,-10,1,Herbert Jones,8.8,2.4,2.2,30.4
2025-26,1630529,22500188,,NOP @ SAS,L,38,6,11,0.545,3,7,0.429,0,0,0.0,0,3,3,4,3,0,1,4,15,17,1,Herbert Jones,8.4,2.4,2.4,30.4
2025-26,1630529,22500177,,NOP @ DAL,W,35,6,10,0.6,0,2,0.0,0,1,0.0,2,3,5,2,2,1,2,2,12,10,1,Herbert Jones,10.4,2.6,3.0,32.8
2025-26,1630529,22500168,,NOP vs. CHA,W,36,4,9,0.444,3,5,0.6,0,0,0.0,2,3,5,1,1,0,2,3,11,1,1,Herbert Jones,11.6,3.2,3.2,34.0
2025-26,1630529,22500148,,NOP @ OKC,L,24,4,6,0.667,3,4,0.75,1,2,0.5,0,1,1,3,2,0,0,4,12,-18,1,Herbert Jones,11.2,3.2,2.8,34.4
2025-26,1630529,22500027,,NOP @ LAC,L,30,4,5,0.8,3,4,0.75,0,0,0.0,0,4,4,4,1,0,2,0,11,-5,1,Herbert Jones,11.4,3.2,2.8,32.4
2025-26,1630529,22500134,,NOP @ DEN,L,21,2,7,0.286,1,4,0.25,0,0,0.0,0,1,1,1,0,0,2,3,5,-3,1,Herbert Jones,12.2,3.6,2.8,32.6
2025-26,1630529,22500117,,NOP vs. BOS,L,23,3,8,0.375,2,4,0.5,3,4,0.75,0,2,2,0,0,0,2,5,11,-29,1,Herbert Jones,10.2,3.2,2.2,29.2
2025-26,1630529,22500095,,NOP vs. SAS,L,28,0,8,0.0,0,5,0.0,0,0,0.0,2,5,7,2,1,0,2,5,0,-20,1,Herbert Jones,10.0,2.6,1.8,26.8
2025-26,1630529,22500085,,NOP @ MEM,L,36,6,14,0.429,3,5,0.6,2,2,1.0,3,6,9,3,3,1,2,6,17,11,1,Herbert Jones,7.8,3.0,2.0,25.2
2024-25,1630534,22401054,,TOR @ BKN,W,22,5,8,0.625,2,5,0.4,0,0,0.0,1,7,8,2,0,0,1,1,12,13,1,Ochai Agbaji,15.4,3.4,1.2,30.0
2024-25,1630534,22401039,,TOR @ WAS,W,30,3,10,0.3,1,4,0.25,2,2,1.0,1,3,4,3,0,0,2,4,9,1,1,Ochai Agbaji,15.0,4.6,1.4,26.8
2024-25,1630534,22401033,,TOR vs. SAS,L,30,1,8,0.125,0,3,0.0,0,0,0.0,2,5,7,3,0,0,0,2,2,-10,1,Ochai Agbaji,12.0,4.2,2.0,25.6
2024-25,1630534,22401005,,TOR @ GSW,L,26,4,6,0.667,1,3,0.333,0,0,0.0,3,2,5,1,0,1,2,6,9,-11,1,Ochai Agbaji,9.4,5.0,2.2,25.6
2024-25,1630534,22400980,,TOR @ POR,L,25,7,15,0.467,2,5,0.4,3,3,1.0,0,3,3,2,1,0,0,0,19,7,1,Ochai Agbaji,8.2,5.4,2.2,26.6
2024-25,1630534,22400855,,TOR @ CHI,L,1,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,0,3,0,1,Ochai Agbaji,10.2,5.4,2.2,26.6
2024-25,1630534,22400837,,TOR @ IND,L,31,4,10,0.4,2,5,0.4,0,0,0.0,1,3,4,0,1,0,3,2,10,-8,1,Ochai Agbaji,8.4,3.8,1.8,22.4
2024-25,1630534,22400829,,TOR vs. BOS,L,24,3,5,0.6,2,2,1.0,0,0,0.0,1,4,5,1,1,0,0,1,8,3,1,Ochai Agbaji,8.6,3.8,1.2,22.6
2024-25,1630534,22400816,,TOR vs. PHX,W,19,2,5,0.4,1,2,0.5,0,0,0.0,1,1,2,0,1,0,0,4,5,-15,1,Ochai Agbaji,9.8,3.4,0.8,21.4
2024-25,1630534,22400800,,TOR vs. MIA,L,18,1,4,0.25,0,2,0.0,0,0,0.0,1,2,3,2,1,0,2,0,2,2,1,Ochai Agbaji,9.0,2.8,0.6,20.0
2024-25,1630534,22400774,,TOR vs. CLE,L,25,5,11,0.455,2,4,0.5,3,4,0.75,1,2,3,0,0,1,0,1,15,-5,1,Ochai Agbaji,5.6,2.8,0.6,18.6
2024-25,1630534,22400764,,TOR @ PHI,W,27,5,10,0.5,1,3,0.333,0,0,0.0,0,4,4,1,0,0,2,5,11,8,1,Ochai Agbaji,8.0,3.4,0.6,23.4
2024-25,1630534,22400753,,TOR @ HOU,L,32,5,8,0.625,0,3,0.0,1,2,0.5,1,4,5,2,0,0,1,0,11,-7,1,Ochai Agbaji,8.2,3.4,0.8,22.6
2024-25,1630534,22400739,,TOR @ OKC,L,30,2,10,0.2,1,7,0.143,3,4,0.75,2,6,8,1,2,0,0,1,8,-25,1,Ochai Agbaji,8.8,3.4,1.0,24.2
2024-25,1630534,22400722,,TOR vs. MEM,L,22,5,7,0.714,3,4,0.75,1,2,0.5,2,1,3,2,2,0,0,1,14,4,1,Ochai Agbaji,9.4,4.6,1.2,26.4
2024-25,1630534,22400713,,TOR vs. NYK,L,23,3,5,0.6,1,3,0.333,0,0,0.0,1,2,3,0,1,1,0,1,7,3,1,Ochai Agbaji,11.8,4.6,1.2,27.2
2024-25,1630534,22400697,,TOR vs. LAC,W,20,5,5,1.0,2,2,1.0,0,0,0.0,0,5,5,3,1,3,0,0,12,12,1,Ochai Agbaji,10.2,4.6,1.2,26.8
2024-25,1630534,22400682,,TOR vs. CHI,L,22,2,6,0.333,0,4,0.0,0,0,0.0,0,2,2,1,1,1,1,1,4,-7,1,Ochai Agbaji,10.4,4.8,1.6,25.4
2024-25,1630534,22400665,,TOR @ WAS,W,24,4,8,0.5,3,7,0.429,1,2,0.5,0,3,3,1,3,1,2,1,12,13,1,Ochai Agbaji,9.0,4.2,1.4,23.4
2024-25,1630534,22400654,,TOR vs. NOP,W,12,1,2,0.5,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,0,2,-11,1,Ochai Agbaji,9.8,3.2,1.4,22.2
2024-25,1630534,22400562,,TOR vs. BOS,W,12,2,5,0.4,1,3,0.333,0,0,0.0,1,3,4,1,0,0,0,1,5,-9,1,Ochai Agbaji,7.4,2.8,1.0,20.2
2024-25,1630534,22400550,,TOR vs. GSW,W,25,5,8,0.625,2,5,0.4,0,0,0.0,1,2,3,0,0,2,0,0,12,5,1,Ochai Agbaji,7.0,3.0,1.2,18.0
2024-25,1630534,22400511,,TOR @ NYK,L,9,2,2,1.0,0,0,0.0,0,0,0.0,0,0,0,1,1,0,0,0,4,-5,1,Ochai Agbaji,7.0,2.6,0.6,19.0
